substance,ec,cas,clp_class,h_code
"reaction mass of: diester of 4,4'-methylenebis[2-(2-hydroxy-5-methylbenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonic acid (1:2); triester of 4,4'-methylenebis[2-(2-hydroxy-5-methylbenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonic acid (1:3)",427-140-9,-,Carc. 2,H351
"2-(1-(3',3'-dimethyl-1'-cyclohexyl)ethoxy)-2-methyl propyl propanoate",415-490-5,141773-73-1,Aquatic Chronic 2,H411
"methyl (3aR,4R,7aR)-2-methyl-4-(1S,2R,3-triacetoxypropyl)-3a,7a-dihydro-4H-pyrano[3,4-d]oxazole-6-carboxylate",415-670-3,78850-37-0,Eye Dam. 1,H318
bis(2-ethylhexyl)octylphosphonate,417-170-0,52894-02-7,Aquatic Acute 1,H400
bis(2-ethylhexyl)octylphosphonate,417-170-0,52894-02-7,Aquatic Chronic 1,H410
sodium 4-sulfophenyl-6-((1-oxononyl)amino)hexanoate,417-550-6,168151-92-6,Skin Sens. 1,H317
"2,2'-methylenebis(4,6-di-tert-butyl-phenyl)-2-ethylhexyl phosphite",418-310-3,126050-54-2,Aquatic Chronic 4,H413
cerium oxide isostearate,419-760-3,NA,Aquatic Chronic 4,H413
"(E)-3,7-dimethyl-2,6-octadienylhexadecanoate",421-370-3,3681-73-0,Skin Irrit. 2,H315
"(E)-3,7-dimethyl-2,6-octadienylhexadecanoate",421-370-3,3681-73-0,Aquatic Chronic 4,H413
"bis(dimethyl-(2-hydroxyethyl)ammonium) 1,2-ethanediyl-bis(2-hexadecenylsuccinate)",421-660-1,NA,Eye Dam. 1,H318
"bis(dimethyl-(2-hydroxyethyl)ammonium) 1,2-ethanediyl-bis(2-hexadecenylsuccinate)",421-660-1,NA,Skin Sens. 1,H317
"bis(dimethyl-(2-hydroxyethyl)ammonium) 1,2-ethanediyl-bis(2-hexadecenylsuccinate)",421-660-1,NA,Aquatic Chronic 2,H411
"calcium 2,2,bis[(5-tetrapropylene-2-hydroxy)phenyl]ethanoate",421-670-4,NA,Skin Irrit. 2,H315
"calcium 2,2,bis[(5-tetrapropylene-2-hydroxy)phenyl]ethanoate",421-670-4,NA,Aquatic Acute 1,H400
"calcium 2,2,bis[(5-tetrapropylene-2-hydroxy)phenyl]ethanoate",421-670-4,NA,Aquatic Chronic 1,H410
reaction mass of: triphenylthiophosphate and tertiary butylated phenyl derivatives,421-820-9,192268-65-8,Aquatic Chronic 4,H413
"(N-benzyl-N,N,N-tributyl)ammonium 4-dodecylbenzenesulfonate",422-200-0,178277-55-9,Acute Tox. 4 *,H302
"(N-benzyl-N,N,N-tributyl)ammonium 4-dodecylbenzenesulfonate",422-200-0,178277-55-9,Skin Corr. 1B,H314
"(N-benzyl-N,N,N-tributyl)ammonium 4-dodecylbenzenesulfonate",422-200-0,178277-55-9,Aquatic Chronic 2,H411
"2,4,6-tri-n-propyl-2,4,6-trioxo-1,3,5,2,4,6-trioxatriphosphorinane",422-210-5,68957-94-8,Skin Corr. 1B,H314
"diammonium 1-hydroxy-2-(4-(4-carboxyphenylazo)-2,5-dimethoxyphenylazo)-7-amino-3-naphthalenesulfonate",422-670-7,NA,Repr. 2,H361f
"diammonium 1-hydroxy-2-(4-(4-carboxyphenylazo)-2,5-dimethoxyphenylazo)-7-amino-3-naphthalenesulfonate",422-670-7,NA,Acute Tox. 3 *,H301
"diammonium 1-hydroxy-2-(4-(4-carboxyphenylazo)-2,5-dimethoxyphenylazo)-7-amino-3-naphthalenesulfonate",422-670-7,NA,STOT RE 2 *,H373 **
"diammonium 1-hydroxy-2-(4-(4-carboxyphenylazo)-2,5-dimethoxyphenylazo)-7-amino-3-naphthalenesulfonate",422-670-7,NA,Aquatic Acute 1,H400
"diammonium 1-hydroxy-2-(4-(4-carboxyphenylazo)-2,5-dimethoxyphenylazo)-7-amino-3-naphthalenesulfonate",422-670-7,NA,Aquatic Chronic 1,H410
"pentasodium 7-(4-(4-(5-amino-4-sulfonato-2-(4-((2-(sulfonato-ethoxy)sulfonyl)phenylazo)phenylamino)-6-chloro-1,3,5-triazin-2-yl)amino-2-ureidophenylazo)naphtalene-1,3,6-trisulfonate",422-930-1,NA,Aquatic Chronic 3,H412
"reaction mass of: strontium (4-chloro-2-((4,5-dihydro-3-methyl-5-oxo-1-(3-sulfonatophenyl)-1H-pyrazol-4-yl)azo)-5-methyl)benzenesulfonate; disodium (4-chloro-2-((4,5-dihydro-3-methyl-5-oxo-1-(3-sulfonatophenyl)-1H-pyrazol-4-yl)azo)-5-methyl)benzenesulfonate",422-970-8,NA,Aquatic Chronic 2,H411
"potassium,sodium 2,4-diamino-3-[4-(2-sulfonatoethoxysulfonyl)phenylazo]-5-[4-(2-sulfonatoethoxysulfonyl)-2-sulfonatophenylazo]-benzenesulfonate",422-980-2,187026-95-5,Eye Dam. 1,H318
"disodium 3,3'-[iminobis[sulfonyl-4,1-phenylene-(5-hydroxy-3-methylpyrazole-1,4-diyl)azo-4,1-phenylenesulfonylimino-(4-amino-6-hydroxypyrimidine-2,5-diyl)azo-4,1-phenylenesulfonylimino(4-amino-6-hydroxypyrimidine-2,5-diyl)azo]bis(benzenesulfonate)]",423-110-4,NA,Eye Dam. 1,H318
2-phenoxyethyl 4-aminobenzoate,430-880-5,88938-23-2,Aquatic Chronic 2,H411
"(2S,5R)-6,6-dibromo-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid 4,4-dioxide",427-200-4,76646-91-8,Acute Tox. 4 *,H302
"(2S,5R)-6,6-dibromo-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid 4,4-dioxide",427-200-4,76646-91-8,Skin Irrit. 2,H315
"(2S,5R)-6,6-dibromo-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid 4,4-dioxide",427-200-4,76646-91-8,Eye Dam. 1,H318
"(2S,5R)-6,6-dibromo-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid 4,4-dioxide",427-200-4,76646-91-8,Skin Sens. 1,H317
reaction mass of: 4-[(3-decyloxypropyl)(3-isobutoxy-1-isobutoxycarbonyl-3-oxopropyl)amino]-4-oxobutyric acid; 4-[(3-isobutoxy-1-isobutoxycarbonyl-3-oxopropyl)(3-octyloxypropyl)amino]-4-oxobutyric acid,423-750-4,-,Eye Irrit. 2,H319
reaction mass of: 4-[(3-decyloxypropyl)(3-isobutoxy-1-isobutoxycarbonyl-3-oxopropyl)amino]-4-oxobutyric acid; 4-[(3-isobutoxy-1-isobutoxycarbonyl-3-oxopropyl)(3-octyloxypropyl)amino]-4-oxobutyric acid,423-750-4,-,Aquatic Chronic 2,H411
"trisodium 2,4-diamino-3,5-bis-[4-(2-sulfonatoethoxy)sulfonyl)phenylazo]benzenesulfonate",423-970-0,182926-43-8,Aquatic Chronic 3,H412
"reaction mass of: Trisodium 4-benzoylamino-6-(6-ethenesulfonyl-1-sulfato-naphthalen-2-ylazo)-5-hydroxynaphthalene-2,7-disulfonate; 5-(benzoylamino)-4-hydroxy-3-((1-sulfo-6-((2-(sulfooxy)ethyl)sulfonyl)-2-naphthyl)azo)naphthalene-2,7-disulfonic acid sodium salt; 5-(benzoylamino)-4-hydroxy-3-((1-sulfo-6-((2-(sulfooxy)ethyl)sulfonyl)-2-naphthyl)azo)naphthalene-2,7-disulfonic acid",423-200-3,NA,Eye Dam. 1,H318
"reaction mass of: Trisodium 4-benzoylamino-6-(6-ethenesulfonyl-1-sulfato-naphthalen-2-ylazo)-5-hydroxynaphthalene-2,7-disulfonate; 5-(benzoylamino)-4-hydroxy-3-((1-sulfo-6-((2-(sulfooxy)ethyl)sulfonyl)-2-naphthyl)azo)naphthalene-2,7-disulfonic acid sodium salt; 5-(benzoylamino)-4-hydroxy-3-((1-sulfo-6-((2-(sulfooxy)ethyl)sulfonyl)-2-naphthyl)azo)naphthalene-2,7-disulfonic acid",423-200-3,NA,Skin Sens. 1,H317
"reaction mass of: Trisodium 4-benzoylamino-6-(6-ethenesulfonyl-1-sulfato-naphthalen-2-ylazo)-5-hydroxynaphthalene-2,7-disulfonate; 5-(benzoylamino)-4-hydroxy-3-((1-sulfo-6-((2-(sulfooxy)ethyl)sulfonyl)-2-naphthyl)azo)naphthalene-2,7-disulfonic acid sodium salt; 5-(benzoylamino)-4-hydroxy-3-((1-sulfo-6-((2-(sulfooxy)ethyl)sulfonyl)-2-naphthyl)azo)naphthalene-2,7-disulfonic acid",423-200-3,NA,Aquatic Chronic 3,H412
potassium N-(1-methoxy-1-oxobut-2-en-3-yl)valinate,427-240-2,134841-35-3,Skin Sens. 1,H317
reaction mass of: disodium hexyldiphenyl ether disulphonate; disodium dihexyldiphenyl ether disulphonate,429-650-7,147732-60-3,Eye Irrit. 2,H319
reaction mass of: disodium hexyldiphenyl ether disulphonate; disodium dihexyldiphenyl ether disulphonate,429-650-7,147732-60-3,Aquatic Chronic 2,H411
"N,N'-bis(trifluoroacetyl)-S,S'-bis L-homocysteine",429-670-6,105996-54-1,Eye Dam. 1,H318
"N,N'-bis(trifluoroacetyl)-S,S'-bis L-homocysteine",429-670-6,105996-54-1,Skin Sens. 1,H317
(S)-α-(acetylthio)benzenepropanoic acid,430-300-0,76932-17-7,Acute Tox. 4 *,H302
(S)-α-(acetylthio)benzenepropanoic acid,430-300-0,76932-17-7,Eye Dam. 1,H318
(S)-α-(acetylthio)benzenepropanoic acid,430-300-0,76932-17-7,Skin Sens. 1,H317
3-oxoandrost-4-ene-17-ß-carboxylic acid,414-990-0,302-97-6,Repr. 2,H361f
3-oxoandrost-4-ene-17-ß-carboxylic acid,414-990-0,302-97-6,Aquatic Chronic 4,H413
"poly-[((4-((4-ethyl-ethylene)amino)phenyl)-((4-(ethyl-(2-oxyethylene)amino)phenyl)methinyl)cyclohexa-2,5-dienylidene)-N-ethyl-N-(2-hydroxyethyl)ammonium acetate]",427-280-0,176429-27-9,STOT SE 3,H335
"poly-[((4-((4-ethyl-ethylene)amino)phenyl)-((4-(ethyl-(2-oxyethylene)amino)phenyl)methinyl)cyclohexa-2,5-dienylidene)-N-ethyl-N-(2-hydroxyethyl)ammonium acetate]",427-280-0,176429-27-9,Skin Irrit. 2,H315
"poly-[((4-((4-ethyl-ethylene)amino)phenyl)-((4-(ethyl-(2-oxyethylene)amino)phenyl)methinyl)cyclohexa-2,5-dienylidene)-N-ethyl-N-(2-hydroxyethyl)ammonium acetate]",427-280-0,176429-27-9,Eye Dam. 1,H318
"poly-[((4-((4-ethyl-ethylene)amino)phenyl)-((4-(ethyl-(2-oxyethylene)amino)phenyl)methinyl)cyclohexa-2,5-dienylidene)-N-ethyl-N-(2-hydroxyethyl)ammonium acetate]",427-280-0,176429-27-9,Aquatic Acute 1,H400
"poly-[((4-((4-ethyl-ethylene)amino)phenyl)-((4-(ethyl-(2-oxyethylene)amino)phenyl)methinyl)cyclohexa-2,5-dienylidene)-N-ethyl-N-(2-hydroxyethyl)ammonium acetate]",427-280-0,176429-27-9,Aquatic Chronic 1,H410
"reaction mass of: sodium 4,5-dihydro-2-[(propionato)(C6-18)alkyl]-3H-imidazolium-N-ethylphosphate; disodium 4,5-dihydro-2-[(dipropionato)(C6-18)alkyl]-3H-imidazolium-N-ethylphosphate",427-740-0,-,Eye Dam. 1,H318
"reaction mass of: sodium 4,5-dihydro-2-[(propionato)(C6-18)alkyl]-3H-imidazolium-N-ethylphosphate; disodium 4,5-dihydro-2-[(dipropionato)(C6-18)alkyl]-3H-imidazolium-N-ethylphosphate",427-740-0,-,Skin Sens. 1,H317
"tetraethyl N,N'-(methylenedicyclohexane-4,1-diyl)bis-.sc.dl.sc.-aspartate",429-270-1,136210-30-5,Skin Sens. 1,H317
"tetraethyl N,N'-(methylenedicyclohexane-4,1-diyl)bis-.sc.dl.sc.-aspartate",429-270-1,136210-30-5,Aquatic Chronic 3,H412
"sodium salt of the polymer of: sodium 2-methyl-buta-1,3-diene-1-sulfonate with acrylic acid and 2-hydroxyethyl-2-methylacrylate",429-720-7,184246-86-4,Aquatic Chronic 3,H412
"reaction mass of mono to tetra(lithium and/or sodium)3-amino-10-[4-(4-amino-3-sulfonatoanilino)-6-[methyl-(2-sulfonatoethyl)amino]-1,3,5-triazin-2-ylamino]-6-13-dichlorobenzo[1,2-B:4,5-B']di[1,4]benzoxazine-4,11-disulfonate; mono to tetra(lithium and/or sodium)3-amino-10-[4,6-bis(4-amino-3-sulfonatoanilino)-1,3,5-triazin-2-ylamino]-6-13-dichlorobenzo[1,2-B:4,5-B']di[1,4]benzoxazine-4,11-disulfonate; mono to penta(lithium and/or sodium)10,10´-diamino-6,6',13,13´-tetrachloro-3,3'-[6-[methyl-(2-sulfonatoethyl)amino]-1,3,5-triazin-2,4-diyldiimino]bis[benzo[1,2-B:4,5-B']di[1,4]benzoxazine-4,11-disulfonate; mono to hepta(lithium and/or sodium)10-amino-6,6',13,13'-tetrachloro-10´[4-(4-amino-3-sulfonatoanilino)-[6-methyl-(2-sulfonatoethyl)amino]-1,3,5-triazin-2,4-diimino]bis[benzo[1,2-B:4,5-B']di[1,4]benzoxazine-4,11-disulfonate; mono to hepta(lithium and/or sodium)10,10'-diamino-6,6',3,3'[(2-sulfonato)-1,4-phenylenediiminobis[6-methyl-(2-sulfonatoethyl)amino]-1,3,5-triazin-2,4-diyldiimino]bis[benzo[1,2-B:4,5-B']di[1,4]benzoxazine-4,11-disulfonate",430-200-7,-,Eye Dam. 1,H318
"reaction mass of mono to tetra(lithium and/or sodium)3-amino-10-[4-(4-amino-3-sulfonatoanilino)-6-[methyl-(2-sulfonatoethyl)amino]-1,3,5-triazin-2-ylamino]-6-13-dichlorobenzo[1,2-B:4,5-B']di[1,4]benzoxazine-4,11-disulfonate; mono to tetra(lithium and/or sodium)3-amino-10-[4,6-bis(4-amino-3-sulfonatoanilino)-1,3,5-triazin-2-ylamino]-6-13-dichlorobenzo[1,2-B:4,5-B']di[1,4]benzoxazine-4,11-disulfonate; mono to penta(lithium and/or sodium)10,10´-diamino-6,6',13,13´-tetrachloro-3,3'-[6-[methyl-(2-sulfonatoethyl)amino]-1,3,5-triazin-2,4-diyldiimino]bis[benzo[1,2-B:4,5-B']di[1,4]benzoxazine-4,11-disulfonate; mono to hepta(lithium and/or sodium)10-amino-6,6',13,13'-tetrachloro-10´[4-(4-amino-3-sulfonatoanilino)-[6-methyl-(2-sulfonatoethyl)amino]-1,3,5-triazin-2,4-diimino]bis[benzo[1,2-B:4,5-B']di[1,4]benzoxazine-4,11-disulfonate; mono to hepta(lithium and/or sodium)10,10'-diamino-6,6',3,3'[(2-sulfonato)-1,4-phenylenediiminobis[6-methyl-(2-sulfonatoethyl)amino]-1,3,5-triazin-2,4-diyldiimino]bis[benzo[1,2-B:4,5-B']di[1,4]benzoxazine-4,11-disulfonate",430-200-7,-,Aquatic Chronic 3,H412
tall oil 2-[(tetrahydro-2H-pyran-2-yl) thio]ethyl esters,430-310-5,-,Aquatic Chronic 4,H413
(Z)-2-methoxymino-2-[2-(tritylamino)thiazol-4-yl]acetic acid,431-520-1,64485-90-1,Flam. Sol. 1 ****,H228
(Z)-2-methoxymino-2-[2-(tritylamino)thiazol-4-yl]acetic acid,431-520-1,64485-90-1,Carc. 2,H351
(Z)-2-methoxymino-2-[2-(tritylamino)thiazol-4-yl]acetic acid,431-520-1,64485-90-1,Aquatic Chronic 3,H412
"cartap (ISO); 1,3-bis(carbamoylthio)-2-(dimethylamino)propane",NA,15263-53-3,Aquatic Acute 1,H400
"cartap (ISO); 1,3-bis(carbamoylthio)-2-(dimethylamino)propane",NA,15263-53-3,Aquatic Chronic 1,H410
"reaction mass of: 1-(1'H,1'H,2'H,2'H-tridecafluorooctyl)-12-(1''H,1''H,2''H,2''H-tridecafluorooctyl)dodecanedioate; 1-(1'H,1'H,2'H,2'H-tridecafluorooctyl)-12-(1''H,1''H,2''H,2''H-heptdecafluorodecyl)dodecanedioate; 1-(1'H,1'H,2'H,2'H-tridecafluorooctyl)-12-(1''H,1''H,2''H,2''H-heneicosafluorododecyl)dodecanedioate; 1-(1'H,1'H,2'H,2'H-tridecafluorooctyl)-12-(1''H,1''H,2''H,2''H-pentacosafluorotetradecyl)dodecanedioate; 1-(1'H,1'H,2'H,2'H-heptadecafluorodecyl)-12-(1''H,1''H,2''H,2''H-heptadecafluorodecyl)dodecanedioate; 1-(1'H,1'H,2'H,2'H-heptadecafluorodecyl)-12-(1''H,1''H,2''H,2''H-heneicosafluorododecyl)dodecanedioate",423-180-6,NA,STOT RE 2 *,H373 **
(S)-3-methyl-2-(2-oxotetrahydropyrimidine-1-yl)butyric acid,430-900-2,192725-50-1,Eye Dam. 1,H318
benzyl cis-4-ammonium-4'-toluenesulfonato-1-cyclohexanecarboxylate,426-070-6,67299-45-0,Aquatic Chronic 3,H412
"reaction mass of isomers of: C7-9-alkyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate",406-040-9,125643-61-0,Aquatic Chronic 4,H413
"methyl 3-amino-4,6-dibromo-2-methyl-benzoate",425-190-6,119916-05-1,STOT RE 2 *,H373 **
"methyl 3-amino-4,6-dibromo-2-methyl-benzoate",425-190-6,119916-05-1,Aquatic Chronic 2,H411
"(S)-1-[2-tert-butoxycarbonyl-3-(2-methoxyethoxy)propyl]-1-cyclopentanecarboxylic acid, cyclohexylamine salt",425-510-4,167944-94-7,Aquatic Chronic 3,H412
"pentasodium monohydrogen 6-chloro-3,10-bis[2-[4-chloro-6-(2,4-disulfophenylamino)-1,3,5-triazin-2-yl-amino]ethylamino]-13-ethylbenzo[5.6][1.4]oxazino[2,3-b]phenoxazine-4,11-disulfonate",414-910-4,-,Eye Dam. 1,H318
"pentasodium monohydrogen 6-chloro-3,10-bis[2-[4-chloro-6-(2,4-disulfophenylamino)-1,3,5-triazin-2-yl-amino]ethylamino]-13-ethylbenzo[5.6][1.4]oxazino[2,3-b]phenoxazine-4,11-disulfonate",414-910-4,-,Skin Sens. 1,H317
ethyl 2-(3-benzoylphenyl)propanoate,414-920-9,60658-04-0,Acute Tox. 3 *,H301
ethyl 2-(3-benzoylphenyl)propanoate,414-920-9,60658-04-0,STOT RE 1,H372 **
ethyl 2-(3-benzoylphenyl)propanoate,414-920-9,60658-04-0,Skin Sens. 1,H317
ethyl 2-(3-benzoylphenyl)propanoate,414-920-9,60658-04-0,Aquatic Chronic 2,H411
potassium 4-iodo-2-sulfonato-benzoic acid,426-620-5,-,Eye Dam. 1,H318
potassium 4-iodo-2-sulfonato-benzoic acid,426-620-5,-,Aquatic Chronic 3,H412
"(2,6-xylyloxy) acetic acid",430-910-7,13335-71-2,Acute Tox. 4 *,H302
"(2,6-xylyloxy) acetic acid",430-910-7,13335-71-2,Eye Dam. 1,H318
"(2,6-xylyloxy) acetic acid",430-910-7,13335-71-2,Aquatic Chronic 3,H412
isopropylammonium 2-(3-benzoylphenyl)propionate,417-970-1,-,Acute Tox. 3 *,H301
isopropylammonium 2-(3-benzoylphenyl)propionate,417-970-1,-,Acute Tox. 4 *,H312
isopropylammonium 2-(3-benzoylphenyl)propionate,417-970-1,-,STOT RE 1,H372 **
isopropylammonium 2-(3-benzoylphenyl)propionate,417-970-1,-,Eye Dam. 1,H318
isopropylammonium 2-(3-benzoylphenyl)propionate,417-970-1,-,Aquatic Acute 1,H400
isopropylammonium 2-(3-benzoylphenyl)propionate,417-970-1,-,Aquatic Chronic 1,H410
propyl((4-(5-oxo-3-propylisoxazolidin-4-ylidenmethin)phenyl)propoxycarbonylmethyleneamino)acetate,431-000-2,198705-81-6,Aquatic Chronic 4,H413
1-(mercaptomethyl)cyclopropylacetic acid,420-240-3,162515-68-6,Acute Tox. 4 *,H312
1-(mercaptomethyl)cyclopropylacetic acid,420-240-3,162515-68-6,Acute Tox. 4 *,H302
1-(mercaptomethyl)cyclopropylacetic acid,420-240-3,162515-68-6,Skin Corr. 1B,H314
1-(mercaptomethyl)cyclopropylacetic acid,420-240-3,162515-68-6,Skin Sens. 1,H317
1-(mercaptomethyl)cyclopropylacetic acid,420-240-3,162515-68-6,Aquatic Chronic 2,H411
"[(1-methyl-1,2-ethanediyl)bis[nitrilobis(methylene)]]tetrakis(phosphonic acid)",421-940-1,28698-31-9,Eye Dam. 1,H318
"[(1-methyl-1,2-ethanediyl)bis[nitrilobis(methylene)]]tetrakis(phosphonic acid)",421-940-1,28698-31-9,Aquatic Acute 1,H400
"[(1-methyl-1,2-ethanediyl)bis[nitrilobis(methylene)]]tetrakis(phosphonic acid)",421-940-1,28698-31-9,Aquatic Chronic 1,H410
methyl 2-(4-butanesulfonamidophenoxy)tetradecanoate,422-110-1,-,Aquatic Acute 1,H400
methyl 2-(4-butanesulfonamidophenoxy)tetradecanoate,422-110-1,-,Aquatic Chronic 1,H410
"poly-[((4-((4-(ethyl-ethylene)amino)phenyl)-(4-(ethyl-(2-oxyethylene)amino)phenyl)methinyl)-3-methylcyclohexa-2,5-dienylidene)-N-ethyl-N-(2-hydroxyethyl)ammonium acetate]",427-480-8,176429-22-4,STOT SE 3,H335
"poly-[((4-((4-(ethyl-ethylene)amino)phenyl)-(4-(ethyl-(2-oxyethylene)amino)phenyl)methinyl)-3-methylcyclohexa-2,5-dienylidene)-N-ethyl-N-(2-hydroxyethyl)ammonium acetate]",427-480-8,176429-22-4,Skin Irrit. 2,H315
"poly-[((4-((4-(ethyl-ethylene)amino)phenyl)-(4-(ethyl-(2-oxyethylene)amino)phenyl)methinyl)-3-methylcyclohexa-2,5-dienylidene)-N-ethyl-N-(2-hydroxyethyl)ammonium acetate]",427-480-8,176429-22-4,Eye Dam. 1,H318
"poly-[((4-((4-(ethyl-ethylene)amino)phenyl)-(4-(ethyl-(2-oxyethylene)amino)phenyl)methinyl)-3-methylcyclohexa-2,5-dienylidene)-N-ethyl-N-(2-hydroxyethyl)ammonium acetate]",427-480-8,176429-22-4,Aquatic Acute 1,H400
"poly-[((4-((4-(ethyl-ethylene)amino)phenyl)-(4-(ethyl-(2-oxyethylene)amino)phenyl)methinyl)-3-methylcyclohexa-2,5-dienylidene)-N-ethyl-N-(2-hydroxyethyl)ammonium acetate]",427-480-8,176429-22-4,Aquatic Chronic 1,H410
"ethyl 6,8-difluoro-1-(formylmethylamino)-1,4-dihydro-7-(4-methyl)piperazin-1-yl)-4-oxo-quinoline-3-carboxylate",427-490-2,158585-86-5,Aquatic Chronic 3,H412
"1,2-dimethyl-3-(1-methylethenyl)cyclopentyl acetate",424-070-0,94346-09-5,Skin Irrit. 2,H315
"1,2-dimethyl-3-(1-methylethenyl)cyclopentyl acetate",424-070-0,94346-09-5,Aquatic Chronic 2,H411
reaction mass of: methyl {[5-acetylamino-4-(2-chloro-4-nitrophenylazo)phenyl]methoxycarbonylmethylamino}acetate; methyl {[5-acetylamino-4-(2-chloro-4-nitrophenylazo)phenyl]ethoxycarbonylmethylamino}acetate,424-290-7,188070-47-5,Skin Sens. 1,H317
"18-methylnonadecyl 2,2-dimethylpropanoate",424-370-1,125496-22-2,Skin Irrit. 2,H315
"18-methylnonadecyl 2,2-dimethylpropanoate",424-370-1,125496-22-2,Skin Sens. 1,H317
"18-methylnonadecyl 2,2-dimethylpropanoate",424-370-1,125496-22-2,Aquatic Chronic 4,H413
"1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethanone methanesulfonate",431-010-7,154486-26-7,Acute Tox. 4 *,H302
"1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethanone methanesulfonate",431-010-7,154486-26-7,Eye Dam. 1,H318
"1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethanone methanesulfonate",431-010-7,154486-26-7,Aquatic Chronic 2,H411
"methyl (E)-2((3-(1,3-benzodioxol-5-yl)-2-methyl-1-propenyl)amino)benzoate",424-430-7,125778-19-0,Aquatic Acute 1,H400
"methyl (E)-2((3-(1,3-benzodioxol-5-yl)-2-methyl-1-propenyl)amino)benzoate",424-430-7,125778-19-0,Aquatic Chronic 1,H410
2-amino-4-bromo-5-chlorobenzoic acid,424-700-4,NA,Eye Dam. 1,H318
2-amino-4-bromo-5-chlorobenzoic acid,424-700-4,NA,Aquatic Chronic 3,H412
tetrabutylammonium 2-amino-6-iodopurinate,424-710-9,156126-48-6,Acute Tox. 4 *,H312
tetrabutylammonium 2-amino-6-iodopurinate,424-710-9,156126-48-6,Acute Tox. 4 *,H302
tetrabutylammonium 2-amino-6-iodopurinate,424-710-9,156126-48-6,STOT RE 2 *,H373 **
tetrabutylammonium 2-amino-6-iodopurinate,424-710-9,156126-48-6,Skin Irrit. 2,H315
tetrabutylammonium 2-amino-6-iodopurinate,424-710-9,156126-48-6,Eye Dam. 1,H318
tetrabutylammonium 2-amino-6-iodopurinate,424-710-9,156126-48-6,Skin Sens. 1,H317
tetrabutylammonium 2-amino-6-iodopurinate,424-710-9,156126-48-6,Aquatic Chronic 2,H411
hexadecyl 3-amino-4-isopropoxybenzoate,424-830-1,-,Aquatic Chronic 4,H413
"7-amino-4-hydroxy-2-naphthalenesulfonic acid, coupled with 5 (or 8) -amino-8 (or 5)-[[4-[[4-[[4-amino-6(or 7)-sulfo-1-naphthyl]azo]phenyl]amino]-3-sulfophenyl]azo]-2-naphthalenesulfonic acid and 4-hydroxy-7-(phenylamino)-2-naphthalenesulfonic acid, sodium salt",424-850-0,-,Eye Dam. 1,H318
"2,4-diamino-5-[4-[(2-sulfoxyl ethyl)sulfonyl]phenylazo]benzenesulfonic acid",424-870-1,27624-67-5,Expl. 1.1,H201
"2,4-diamino-5-[4-[(2-sulfoxyl ethyl)sulfonyl]phenylazo]benzenesulfonic acid",424-870-1,27624-67-5,Eye Dam. 1,H318
"2,4-diamino-5-[4-[(2-sulfoxyl ethyl)sulfonyl]phenylazo]benzenesulfonic acid",424-870-1,27624-67-5,Aquatic Chronic 3,H412
"1,1,3,3-tetramethylbutylperoxypivalate",424-980-8,22288-41-1,Flam. Liq. 2,H225
"1,1,3,3-tetramethylbutylperoxypivalate",424-980-8,22288-41-1,Org. Perox. D,H242
"1,1,3,3-tetramethylbutylperoxypivalate",424-980-8,22288-41-1,Skin Irrit. 2,H315
"1,1,3,3-tetramethylbutylperoxypivalate",424-980-8,22288-41-1,Skin Sens. 1,H317
"1,1,3,3-tetramethylbutylperoxypivalate",424-980-8,22288-41-1,Aquatic Chronic 2,H411
2-acetoxymethylene-4-acetylphenylacetate,425-160-2,24085-06-1,Acute Tox. 4 *,H302
2-acetoxymethylene-4-acetylphenylacetate,425-160-2,24085-06-1,STOT RE 2 *,H373 **
2-acetoxymethylene-4-acetylphenylacetate,425-160-2,24085-06-1,Eye Dam. 1,H318
2-acetoxymethylene-4-acetylphenylacetate,425-160-2,24085-06-1,Skin Sens. 1,H317
2-acetoxymethylene-4-acetylphenylacetate,425-160-2,24085-06-1,Aquatic Acute 1,H400
2-acetoxymethylene-4-acetylphenylacetate,425-160-2,24085-06-1,Aquatic Chronic 1,H410
"salt of: (1S-cis)-1-amino-2,3-dihydro-1H-inden-2-ol and [R-[R*R*]]-2,3-dihydroxybutanedioic acid",425-210-3,169939-84-8,Skin Sens. 1,H317
"2S-isopropyl-5R-methyl-1R-cyclohexyl (2R,5S)-5-(4-amino-2-oxo-2H-pyrimidin-1-yl)-[1.3]-oxathiolane-2-carboxylate",425-250-1,147027-10-9,Aquatic Chronic 2,H411
"coconut oil, reaction products with glycerol esters of 3,5-bis(1,1-dimethylethyl)-4-hydroxybenzenepropanoic acid",425-400-6,179986-09-5,Aquatic Chronic 4,H413
